date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2023-01-02,2023,1,2,Africa,South Africa,Vitamin,Vitamin C,13-25,337,10.44,1342,702,0
2021-03-02,2021,3,2,South America,Argentina,Pain_Relief,Ibuprofen,0-12,302,9.5,625,69,1
2022-12-28,2022,12,28,Africa,South Africa,Cardiovascular,Atorvastatin,65+,437,22.99,1540,440,1
2025-11-16,2025,11,16,South America,Argentina,Cough_Cold,Cough Syrup,0-12,467,10.67,1013,604,0
2025-11-26,2025,11,26,North America,USA,Cardiovascular,Atorvastatin,13-25,40,20.86,1678,988,0
2021-01-08,2021,1,8,Oceania,Australia,Cough_Cold,Cough Syrup,0-12,392,11.52,10,903,1
2021-08-05,2021,8,5,South Asia,Bangladesh,Antibiotic,Azithromycin,26-45,129,25.08,1240,569,1
2024-06-15,2024,6,15,Oceania,New Zealand,Chronic,Omeprazole,65+,241,46.8,1056,284,0
2021-05-01,2021,5,1,South America,Argentina,Respiratory,Salbutamol,13-25,453,23.32,904,894,1
2024-09-10,2024,9,10,East Asia,China,Cough_Cold,Cough Syrup,13-25,78,12.78,52,369,0
2023-11-06,2023,11,6,Middle East,Saudi Arabia,Diabetes,Metformin,26-45,391,16.29,900,549,0
2025-04-02,2025,4,2,South Asia,India,Cardiovascular,Atorvastatin,46-65,465,24.66,1209,185,0
2021-05-02,2021,5,2,Oceania,Australia,Chronic,Omeprazole,65+,433,39.54,1032,755,1
2022-01-04,2022,1,4,Middle East,UAE,Vitamin,Vitamin C,13-25,477,10.2,32,85,1
2021-09-06,2021,9,6,Oceania,New Zealand,Vitamin,Vitamin C,0-12,380,11.82,47,247,1
2020-03-05,2020,3,5,Africa,Nigeria,Cough_Cold,Cough Syrup,0-12,351,12.43,869,68,1
2023-07-12,2023,7,12,Oceania,Australia,Cardiovascular,Atorvastatin,26-45,376,22.27,804,300,0
2020-07-15,2020,7,15,South America,Brazil,Cough_Cold,Cough Syrup,13-25,293,11.88,46,194,1
2024-12-02,2024,12,2,East Asia,South Korea,Vitamin,Vitamin C,0-12,312,8.95,393,793,0
2024-04-07,2024,4,7,Middle East,UAE,Chronic,Omeprazole,65+,281,39.75,1436,758,0
2022-04-08,2022,4,8,Oceania,Australia,Vitamin,Vitamin C,0-12,53,9.22,1360,935,1
2023-04-01,2023,4,1,East Asia,South Korea,Cough_Cold,Cough Syrup,0-12,325,14.33,415,102,0
2025-05-04,2025,5,4,South Asia,Bangladesh,Cardiovascular,Amlodipine,65+,250,25.88,854,686,0
2024-11-18,2024,11,18,South America,Brazil,Respiratory,Salbutamol,26-45,257,16.09,123,220,0
2020-04-24,2020,4,24,North America,Canada,Respiratory,Salbutamol,13-25,226,22.85,189,975,1
2022-06-11,2022,6,11,Europe,Italy,Cardiovascular,Atorvastatin,26-45,107,29.22,1603,539,1
2021-02-07,2021,2,7,Europe,Germany,Vitamin,Vitamin C,26-45,382,9.41,226,734,1
2020-02-21,2020,2,21,Middle East,UAE,Respiratory,Salbutamol,13-25,111,23.38,1048,820,1
2025-12-05,2025,12,5,North America,Mexico,Vitamin,Vitamin C,65+,278,11.05,76,947,0
2024-01-15,2024,1,15,Europe,France,Cough_Cold,Cough Syrup,26-45,247,10.11,309,486,0
2024-11-21,2024,11,21,Oceania,Australia,Vitamin,Vitamin C,26-45,206,11.15,1752,83,0
2025-02-17,2025,2,17,South America,Colombia,Cough_Cold,Cough Syrup,26-45,314,13.38,676,419,0
2020-02-25,2020,2,25,Europe,Italy,Respiratory,Salbutamol,46-65,44,16.01,1632,978,1
2020-06-15,2020,6,15,Europe,Germany,Pain_Relief,Ibuprofen,46-65,18,8.89,1884,36,1
2020-12-17,2020,12,17,Middle East,Saudi Arabia,Antibiotic,Azithromycin,0-12,194,29.22,1344,173,1
2022-08-30,2022,8,30,East Asia,Japan,Cardiovascular,Amlodipine,65+,60,25.98,335,658,1
2025-03-11,2025,3,11,Oceania,New Zealand,Diabetes,Metformin,65+,435,15.66,153,147,0
2024-04-09,2024,4,9,Africa,Nigeria,Respiratory,Salbutamol,26-45,90,23.41,580,637,0
2025-05-02,2025,5,2,South Asia,India,Cardiovascular,Atorvastatin,65+,110,26.95,1615,899,0
2022-12-05,2022,12,5,Europe,Germany,Antibiotic,Amoxicillin,13-25,254,24.74,881,128,1
2023-08-21,2023,8,21,Middle East,Saudi Arabia,Vitamin,Vitamin C,0-12,17,11.19,798,865,0
2025-05-27,2025,5,27,East Asia,China,Chronic,Omeprazole,0-12,312,37.14,1175,847,0
2025-05-18,2025,5,18,Middle East,UAE,Cough_Cold,Cough Syrup,26-45,321,14.13,1411,445,0
2024-11-20,2024,11,20,South Asia,Bangladesh,Respiratory,Salbutamol,26-45,289,21.41,1541,732,0
2021-08-15,2021,8,15,North America,USA,Respiratory,Salbutamol,46-65,308,17.77,37,143,1
2020-02-27,2020,2,27,Oceania,New Zealand,Vitamin,Vitamin C,0-12,481,8.31,1383,900,1
2021-07-13,2021,7,13,South America,Brazil,Respiratory,Salbutamol,26-45,229,19.12,365,435,1
2022-08-21,2022,8,21,South Asia,Bangladesh,Diabetes,Metformin,46-65,195,14.66,945,95,1
2021-03-29,2021,3,29,South Asia,India,Vitamin,Vitamin C,13-25,154,11.01,1055,827,1
2022-09-03,2022,9,3,Middle East,UAE,Pain_Relief,Paracetamol,0-12,416,7.0,20,324,1
2023-09-20,2023,9,20,South Asia,India,Vitamin,Vitamin C,0-12,282,11.04,1516,490,0
2022-01-01,2022,1,1,Middle East,UAE,Vitamin,Vitamin C,26-45,429,8.78,39,961,1
2025-02-09,2025,2,9,East Asia,South Korea,Diabetes,Metformin,46-65,469,13.94,19,816,0
2021-06-13,2021,6,13,Africa,Nigeria,Antibiotic,Amoxicillin,13-25,452,33.81,452,664,1
2022-08-12,2022,8,12,East Asia,China,Respiratory,Salbutamol,26-45,299,17.7,201,851,1
2020-02-19,2020,2,19,South America,Argentina,Chronic,Omeprazole,65+,358,34.24,399,914,1
2022-11-19,2022,11,19,Europe,Italy,Antibiotic,Azithromycin,13-25,193,26.13,1351,539,1
2023-12-26,2023,12,26,Middle East,UAE,Chronic,Omeprazole,46-65,19,40.34,1875,302,0
2023-08-03,2023,8,3,Africa,South Africa,Vitamin,Vitamin C,0-12,163,9.74,1471,334,0
2020-10-09,2020,10,9,Oceania,Australia,Cardiovascular,Amlodipine,46-65,353,22.74,64,411,1
2023-01-15,2023,1,15,East Asia,China,Cough_Cold,Cough Syrup,13-25,10,11.82,961,319,0
2025-08-25,2025,8,25,Oceania,New Zealand,Cough_Cold,Cough Syrup,0-12,442,13.67,971,614,0
2022-11-15,2022,11,15,Oceania,Australia,Diabetes,Metformin,65+,174,14.9,1392,665,1
2021-09-14,2021,9,14,North America,USA,Diabetes,Metformin,26-45,197,17.9,1257,876,1
2023-04-10,2023,4,10,Europe,Italy,Chronic,Omeprazole,0-12,260,34.29,29,711,0
2021-01-08,2021,1,8,Oceania,New Zealand,Respiratory,Salbutamol,26-45,415,21.12,1676,549,1
2024-11-21,2024,11,21,South Asia,Bangladesh,Pain_Relief,Ibuprofen,0-12,143,6.41,846,497,0
2022-04-27,2022,4,27,South America,Colombia,Antibiotic,Azithromycin,13-25,87,31.86,1163,310,1
2021-02-04,2021,2,4,Africa,South Africa,Respiratory,Salbutamol,13-25,458,18.27,797,223,1
2024-01-25,2024,1,25,Middle East,UAE,Diabetes,Metformin,46-65,475,16.43,1021,192,0
2024-09-03,2024,9,3,Europe,UK,Vitamin,Vitamin C,13-25,153,11.58,1598,989,0
2021-08-11,2021,8,11,Middle East,Saudi Arabia,Chronic,Omeprazole,46-65,199,34.09,943,356,1
2023-10-11,2023,10,11,South America,Colombia,Cough_Cold,Cough Syrup,46-65,467,13.77,290,131,0
2024-09-23,2024,9,23,Middle East,UAE,Respiratory,Salbutamol,26-45,181,18.88,898,229,0
2020-06-07,2020,6,7,South America,Argentina,Cardiovascular,Atorvastatin,26-45,455,20.11,517,911,1
2021-04-15,2021,4,15,South America,Argentina,Diabetes,Metformin,46-65,430,12.31,1043,775,1
2020-08-16,2020,8,16,Africa,Nigeria,Diabetes,Metformin,0-12,162,16.84,948,286,1
2022-06-06,2022,6,6,North America,USA,Antibiotic,Amoxicillin,26-45,440,32.31,1030,773,1
2022-10-09,2022,10,9,North America,Canada,Chronic,Omeprazole,26-45,252,41.58,1305,313,1
2022-03-24,2022,3,24,North America,Canada,Vitamin,Vitamin C,65+,57,10.23,557,247,1
2021-05-08,2021,5,8,Europe,Italy,Cough_Cold,Cough Syrup,0-12,325,11.65,316,82,1
2020-01-28,2020,1,28,East Asia,South Korea,Vitamin,Vitamin C,13-25,482,9.68,1255,402,1
2020-04-18,2020,4,18,Middle East,Saudi Arabia,Diabetes,Metformin,46-65,451,16.93,489,722,1
2024-07-27,2024,7,27,Europe,Germany,Antibiotic,Azithromycin,13-25,155,34.33,303,647,0
2025-11-13,2025,11,13,North America,USA,Pain_Relief,Paracetamol,13-25,309,7.75,714,444,0
2025-11-23,2025,11,23,North America,USA,Chronic,Omeprazole,46-65,190,45.99,1548,334,0
2023-07-09,2023,7,9,Middle East,UAE,Pain_Relief,Paracetamol,13-25,407,8.87,1122,389,0
2022-04-05,2022,4,5,South America,Colombia,Respiratory,Salbutamol,26-45,423,16.64,440,43,1
2025-08-24,2025,8,24,Europe,Germany,Respiratory,Salbutamol,26-45,445,21.82,41,376,0
2023-02-25,2023,2,25,Europe,France,Vitamin,Vitamin C,13-25,318,9.95,1502,352,0
2022-02-20,2022,2,20,South America,Argentina,Cardiovascular,Amlodipine,46-65,227,29.73,1099,502,1
2024-01-16,2024,1,16,Oceania,Australia,Cardiovascular,Atorvastatin,26-45,301,23.13,548,306,0
2021-04-17,2021,4,17,North America,Mexico,Cardiovascular,Atorvastatin,26-45,169,29.79,1674,322,1
2020-01-29,2020,1,29,South America,Colombia,Antibiotic,Azithromycin,65+,441,24.96,1056,887,1
2021-03-17,2021,3,17,South America,Argentina,Vitamin,Vitamin C,13-25,398,10.31,1112,783,1
2021-12-22,2021,12,22,South Asia,Bangladesh,Vitamin,Vitamin C,26-45,188,9.1,659,782,1
2025-03-18,2025,3,18,Europe,UK,Cough_Cold,Cough Syrup,13-25,293,11.38,196,620,0
2025-09-04,2025,9,4,Europe,UK,Chronic,Omeprazole,46-65,500,35.91,1323,702,0
2022-08-01,2022,8,1,Europe,UK,Antibiotic,Azithromycin,26-45,333,33.85,647,845,1
2020-01-17,2020,1,17,Europe,UK,Antibiotic,Amoxicillin,46-65,166,27.83,1072,869,1
2021-10-17,2021,10,17,Middle East,Saudi Arabia,Chronic,Omeprazole,46-65,10,33.88,1904,602,1
2020-12-27,2020,12,27,East Asia,South Korea,Vitamin,Vitamin C,0-12,398,11.7,413,605,1
2022-12-03,2022,12,3,Europe,France,Antibiotic,Azithromycin,26-45,297,32.55,134,620,1
2020-06-09,2020,6,9,South America,Argentina,Diabetes,Metformin,26-45,380,12.17,1336,161,1
2025-01-09,2025,1,9,South America,Argentina,Cardiovascular,Amlodipine,46-65,426,21.91,29,498,0
2024-01-19,2024,1,19,Africa,South Africa,Vitamin,Vitamin C,13-25,19,10.59,1555,106,0
2025-08-25,2025,8,25,Middle East,UAE,Diabetes,Metformin,0-12,303,12.71,1022,190,0
2025-07-27,2025,7,27,North America,Mexico,Chronic,Omeprazole,46-65,219,36.93,1372,372,0
2023-04-16,2023,4,16,Middle East,UAE,Diabetes,Metformin,46-65,236,14.14,342,218,0
2022-03-15,2022,3,15,North America,USA,Cardiovascular,Amlodipine,46-65,164,27.82,549,39,1
2025-10-23,2025,10,23,Europe,France,Vitamin,Vitamin C,0-12,427,10.83,797,136,0
2024-12-04,2024,12,4,Europe,UK,Antibiotic,Amoxicillin,65+,160,27.31,354,822,0
2024-01-22,2024,1,22,South Asia,India,Diabetes,Metformin,46-65,395,13.29,29,781,0
2025-02-01,2025,2,1,Oceania,Australia,Diabetes,Metformin,46-65,55,17.33,1907,723,0
2020-12-22,2020,12,22,North America,USA,Cardiovascular,Amlodipine,26-45,204,26.63,463,322,1
2025-12-17,2025,12,17,East Asia,Japan,Vitamin,Vitamin C,46-65,174,9.69,681,890,0
2023-05-17,2023,5,17,South America,Argentina,Vitamin,Vitamin C,13-25,251,8.49,1401,691,0
2024-09-01,2024,9,1,Oceania,New Zealand,Chronic,Omeprazole,26-45,209,41.54,776,727,0
2023-01-09,2023,1,9,Oceania,Australia,Cough_Cold,Cough Syrup,0-12,322,10.76,24,316,0
2025-04-04,2025,4,4,Middle East,UAE,Antibiotic,Azithromycin,65+,125,25.97,53,45,0
2025-02-12,2025,2,12,Europe,Germany,Diabetes,Metformin,46-65,321,15.12,68,174,0
2024-09-05,2024,9,5,North America,Canada,Vitamin,Vitamin C,13-25,458,11.42,640,782,0
2024-03-17,2024,3,17,Europe,Italy,Pain_Relief,Ibuprofen,0-12,366,8.46,1501,687,0
2021-12-09,2021,12,9,South America,Argentina,Cough_Cold,Cough Syrup,0-12,251,11.61,1090,707,1
2023-03-20,2023,3,20,South America,Brazil,Cardiovascular,Atorvastatin,46-65,207,26.68,1244,752,0
2020-04-21,2020,4,21,Middle East,UAE,Cough_Cold,Cough Syrup,0-12,253,13.07,1554,144,1
2025-12-31,2025,12,31,Oceania,New Zealand,Cough_Cold,Cough Syrup,26-45,64,11.32,423,718,0
2021-04-06,2021,4,6,South Asia,Bangladesh,Antibiotic,Amoxicillin,46-65,39,32.29,1660,559,1
2024-06-10,2024,6,10,North America,Canada,Pain_Relief,Ibuprofen,26-45,115,8.51,261,906,0
2023-11-29,2023,11,29,Oceania,New Zealand,Diabetes,Metformin,0-12,242,15.71,1015,372,0
2021-07-08,2021,7,8,South America,Colombia,Vitamin,Vitamin C,0-12,65,8.59,585,184,1
2024-07-27,2024,7,27,South America,Argentina,Cardiovascular,Amlodipine,0-12,194,24.96,1391,769,0
2025-12-14,2025,12,14,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,13-25,227,14.18,200,843,0
2020-10-26,2020,10,26,South Asia,Bangladesh,Cardiovascular,Amlodipine,0-12,311,21.0,199,337,1
2022-06-08,2022,6,8,Africa,Nigeria,Chronic,Omeprazole,65+,174,47.59,1607,259,1
2024-12-02,2024,12,2,Europe,UK,Vitamin,Vitamin C,13-25,176,8.82,502,96,0
2022-07-15,2022,7,15,Middle East,Saudi Arabia,Chronic,Omeprazole,46-65,453,39.08,587,334,1
2024-10-22,2024,10,22,East Asia,Japan,Diabetes,Metformin,65+,266,12.48,18,779,0
2023-10-03,2023,10,3,Middle East,UAE,Cardiovascular,Amlodipine,26-45,55,22.27,580,696,0
2024-12-18,2024,12,18,East Asia,Japan,Vitamin,Vitamin C,26-45,247,10.97,671,247,0
2025-05-30,2025,5,30,South America,Brazil,Cough_Cold,Cough Syrup,26-45,352,10.15,580,380,0
2024-02-20,2024,2,20,South Asia,India,Respiratory,Salbutamol,26-45,160,18.58,9,241,0
2023-12-18,2023,12,18,Europe,France,Pain_Relief,Paracetamol,26-45,267,7.55,941,499,0
2022-04-23,2022,4,23,Oceania,New Zealand,Diabetes,Metformin,46-65,288,16.13,582,147,1
2021-05-03,2021,5,3,North America,Canada,Pain_Relief,Paracetamol,26-45,17,7.93,1644,621,1
2025-04-05,2025,4,5,Middle East,Saudi Arabia,Vitamin,Vitamin C,0-12,158,10.2,1482,495,0
2022-05-10,2022,5,10,Middle East,Saudi Arabia,Diabetes,Metformin,46-65,219,15.73,1045,42,1
2024-12-30,2024,12,30,North America,Canada,Diabetes,Metformin,65+,328,17.9,979,37,0
2022-12-29,2022,12,29,South Asia,India,Diabetes,Metformin,13-25,254,16.13,120,649,1
2022-02-01,2022,2,1,South Asia,Bangladesh,Antibiotic,Azithromycin,0-12,444,28.15,481,483,1
2025-09-14,2025,9,14,Europe,UK,Chronic,Omeprazole,46-65,116,44.36,559,205,0
2022-12-24,2022,12,24,South Asia,India,Cardiovascular,Amlodipine,65+,438,28.71,786,768,1
2024-08-06,2024,8,6,East Asia,South Korea,Chronic,Omeprazole,46-65,275,46.52,1580,936,0
2021-08-02,2021,8,2,Europe,France,Diabetes,Metformin,26-45,35,17.63,190,254,1
2024-08-13,2024,8,13,Oceania,Australia,Cardiovascular,Amlodipine,0-12,206,25.9,518,352,0
2024-08-24,2024,8,24,Europe,France,Pain_Relief,Ibuprofen,13-25,239,8.73,1713,426,0
2022-05-05,2022,5,5,Africa,Nigeria,Vitamin,Vitamin C,26-45,310,8.16,205,777,1
2020-01-17,2020,1,17,South America,Argentina,Vitamin,Vitamin C,26-45,472,11.84,1312,947,1
2022-10-12,2022,10,12,South Asia,Bangladesh,Vitamin,Vitamin C,26-45,445,10.06,303,625,1
2023-06-07,2023,6,7,East Asia,South Korea,Chronic,Omeprazole,13-25,266,42.63,942,487,0
2022-05-05,2022,5,5,South Asia,Bangladesh,Antibiotic,Amoxicillin,0-12,53,29.66,762,125,1
2020-11-01,2020,11,1,Middle East,Saudi Arabia,Diabetes,Metformin,13-25,427,17.24,733,279,1
2024-12-19,2024,12,19,East Asia,South Korea,Cardiovascular,Amlodipine,0-12,417,25.72,1177,604,0
2025-09-12,2025,9,12,East Asia,Japan,Cardiovascular,Atorvastatin,0-12,174,23.71,1344,632,0
2021-04-12,2021,4,12,Europe,UK,Vitamin,Vitamin C,13-25,450,8.1,713,249,1
2020-01-08,2020,1,8,North America,USA,Respiratory,Salbutamol,46-65,442,19.64,942,808,1
2022-07-10,2022,7,10,Oceania,New Zealand,Respiratory,Salbutamol,46-65,399,22.42,740,212,1
2021-12-28,2021,12,28,Africa,South Africa,Vitamin,Vitamin C,46-65,169,8.71,1466,700,1
2020-03-02,2020,3,2,South Asia,Bangladesh,Respiratory,Salbutamol,0-12,22,18.43,1464,639,1
2020-12-23,2020,12,23,East Asia,China,Diabetes,Metformin,0-12,87,16.75,591,206,1
2022-08-01,2022,8,1,Middle East,UAE,Cough_Cold,Cough Syrup,26-45,268,9.93,969,529,1
2023-11-11,2023,11,11,South America,Argentina,Pain_Relief,Paracetamol,65+,274,7.83,1351,255,0
2025-12-13,2025,12,13,Europe,UK,Vitamin,Vitamin C,13-25,313,11.67,13,753,0
2022-12-16,2022,12,16,North America,Canada,Vitamin,Vitamin C,26-45,356,8.62,659,377,1
2023-05-02,2023,5,2,Europe,Germany,Vitamin,Vitamin C,26-45,324,8.73,406,341,0
2021-10-04,2021,10,4,Europe,UK,Cough_Cold,Cough Syrup,0-12,120,13.74,1195,503,1
2025-09-10,2025,9,10,East Asia,South Korea,Antibiotic,Azithromycin,26-45,479,33.43,1093,591,0
2020-08-25,2020,8,25,South Asia,India,Vitamin,Vitamin C,13-25,352,10.17,20,249,1
2022-03-23,2022,3,23,Oceania,Australia,Respiratory,Salbutamol,65+,484,23.65,21,188,1
2024-02-23,2024,2,23,Middle East,UAE,Vitamin,Vitamin C,13-25,87,11.17,1131,933,0
2021-12-10,2021,12,10,South America,Argentina,Vitamin,Vitamin C,46-65,275,11.6,622,675,1
2022-02-08,2022,2,8,South Asia,India,Vitamin,Vitamin C,26-45,238,8.85,904,845,1
2023-03-07,2023,3,7,Europe,Germany,Diabetes,Metformin,46-65,491,13.6,684,336,0
2025-01-10,2025,1,10,Middle East,Saudi Arabia,Vitamin,Vitamin C,13-25,86,8.85,1188,41,0
2022-07-09,2022,7,9,East Asia,Japan,Cardiovascular,Atorvastatin,13-25,347,23.2,1064,660,1
2020-01-18,2020,1,18,North America,Mexico,Chronic,Omeprazole,65+,409,46.79,1410,738,1
2021-10-25,2021,10,25,Africa,South Africa,Respiratory,Salbutamol,0-12,464,19.42,1219,266,1
2022-09-29,2022,9,29,Middle East,UAE,Diabetes,Metformin,65+,26,15.18,237,521,1
2023-09-11,2023,9,11,South America,Colombia,Chronic,Omeprazole,65+,351,39.85,1756,269,0
2022-05-25,2022,5,25,North America,Mexico,Cardiovascular,Atorvastatin,65+,300,20.36,690,787,1
2024-03-02,2024,3,2,Africa,South Africa,Cardiovascular,Amlodipine,26-45,424,27.42,1180,930,0
2021-08-30,2021,8,30,North America,Canada,Vitamin,Vitamin C,13-25,424,10.21,1133,990,1
2020-10-11,2020,10,11,Africa,South Africa,Diabetes,Metformin,0-12,303,15.99,863,410,1
2022-05-17,2022,5,17,South America,Brazil,Vitamin,Vitamin C,13-25,348,9.14,398,419,1
2020-02-24,2020,2,24,East Asia,China,Cough_Cold,Cough Syrup,13-25,98,12.5,1066,435,1
2021-12-27,2021,12,27,Middle East,Saudi Arabia,Cardiovascular,Amlodipine,26-45,328,25.81,318,662,1
2022-03-17,2022,3,17,East Asia,South Korea,Vitamin,Vitamin C,26-45,80,11.2,1228,481,1
2021-06-09,2021,6,9,North America,USA,Antibiotic,Azithromycin,13-25,469,24.2,984,200,1
2025-12-21,2025,12,21,South Asia,Bangladesh,Respiratory,Salbutamol,13-25,31,21.16,666,391,0
2024-08-27,2024,8,27,Africa,South Africa,Chronic,Omeprazole,26-45,152,45.75,322,449,0
2024-05-25,2024,5,25,Africa,Nigeria,Vitamin,Vitamin C,0-12,229,9.85,1572,506,0
2025-08-19,2025,8,19,Middle East,UAE,Pain_Relief,Paracetamol,0-12,239,7.54,926,910,0
2024-03-28,2024,3,28,Oceania,New Zealand,Cardiovascular,Amlodipine,26-45,34,28.07,356,80,0
2025-02-25,2025,2,25,East Asia,South Korea,Cough_Cold,Cough Syrup,65+,163,13.99,1036,876,0
2023-10-06,2023,10,6,Middle East,UAE,Diabetes,Metformin,46-65,240,16.46,798,221,0
2022-12-06,2022,12,6,South America,Argentina,Antibiotic,Azithromycin,26-45,56,25.86,1274,623,1
2020-06-27,2020,6,27,South Asia,Bangladesh,Chronic,Omeprazole,46-65,480,37.75,1340,695,1
2021-05-29,2021,5,29,Oceania,New Zealand,Antibiotic,Azithromycin,26-45,22,35.72,947,916,1
2024-11-09,2024,11,9,Africa,Nigeria,Chronic,Omeprazole,0-12,475,37.66,115,486,0
2020-05-31,2020,5,31,Africa,Nigeria,Antibiotic,Amoxicillin,13-25,76,26.1,732,694,1
2023-08-15,2023,8,15,South Asia,India,Chronic,Omeprazole,46-65,85,39.55,537,595,0
2020-05-29,2020,5,29,Europe,France,Vitamin,Vitamin C,46-65,102,11.51,762,451,1
2020-07-08,2020,7,8,Africa,Nigeria,Diabetes,Metformin,26-45,391,13.34,923,188,1
2020-12-03,2020,12,3,Europe,Germany,Antibiotic,Amoxicillin,26-45,252,33.57,1738,661,1
2024-02-24,2024,2,24,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,26-45,99,12.31,138,433,0
2023-06-30,2023,6,30,Europe,Germany,Cough_Cold,Cough Syrup,13-25,321,14.35,594,470,0
2025-09-02,2025,9,2,East Asia,South Korea,Respiratory,Salbutamol,46-65,283,19.7,1557,61,0
2023-10-25,2023,10,25,Africa,Nigeria,Pain_Relief,Ibuprofen,0-12,107,7.08,1250,822,0
2020-07-18,2020,7,18,South America,Brazil,Cough_Cold,Cough Syrup,0-12,320,13.5,1476,835,1
2024-07-19,2024,7,19,Africa,Nigeria,Vitamin,Vitamin C,13-25,417,9.82,1285,701,0
2025-12-11,2025,12,11,North America,USA,Vitamin,Vitamin C,26-45,58,8.69,603,135,0
2025-12-15,2025,12,15,Middle East,UAE,Antibiotic,Amoxicillin,13-25,156,28.77,177,702,0
2024-11-01,2024,11,1,South Asia,India,Respiratory,Salbutamol,26-45,107,22.15,547,993,0
2021-08-02,2021,8,2,Oceania,Australia,Respiratory,Salbutamol,26-45,462,18.48,1426,979,1
2021-09-27,2021,9,27,South America,Brazil,Cough_Cold,Cough Syrup,13-25,227,13.68,964,974,1
2025-10-24,2025,10,24,Europe,France,Vitamin,Vitamin C,65+,232,11.2,524,332,0
2025-03-04,2025,3,4,Oceania,Australia,Chronic,Omeprazole,46-65,50,45.77,1708,569,0
2025-05-16,2025,5,16,Africa,Nigeria,Chronic,Omeprazole,26-45,425,43.23,735,966,0
2023-02-12,2023,2,12,Europe,France,Cough_Cold,Cough Syrup,13-25,361,12.95,1404,100,0
2024-09-28,2024,9,28,Oceania,New Zealand,Cardiovascular,Atorvastatin,46-65,13,21.5,354,557,0
2023-01-22,2023,1,22,South America,Argentina,Antibiotic,Amoxicillin,13-25,166,24.91,659,342,0
2021-09-08,2021,9,8,Africa,Nigeria,Vitamin,Vitamin C,65+,389,8.36,30,166,1
2021-12-16,2021,12,16,Middle East,UAE,Chronic,Omeprazole,65+,104,46.18,1003,305,1
2023-08-16,2023,8,16,North America,Mexico,Cardiovascular,Atorvastatin,26-45,438,25.52,24,201,0
2024-04-16,2024,4,16,Europe,France,Pain_Relief,Ibuprofen,0-12,259,8.55,425,463,0
2022-11-12,2022,11,12,Oceania,Australia,Cough_Cold,Cough Syrup,65+,274,10.49,43,250,1
2023-03-23,2023,3,23,Europe,Germany,Antibiotic,Amoxicillin,26-45,217,30.44,765,822,0
2022-12-15,2022,12,15,Africa,South Africa,Respiratory,Salbutamol,46-65,460,22.82,20,540,1
2024-06-23,2024,6,23,Oceania,Australia,Cardiovascular,Atorvastatin,46-65,470,27.97,210,63,0
2024-11-10,2024,11,10,East Asia,South Korea,Respiratory,Salbutamol,65+,432,21.44,1417,541,0
2023-08-01,2023,8,1,Oceania,Australia,Vitamin,Vitamin C,0-12,296,11.32,241,983,0
2020-01-27,2020,1,27,South America,Colombia,Cardiovascular,Amlodipine,26-45,486,21.51,1050,451,1
2024-01-18,2024,1,18,East Asia,Japan,Diabetes,Metformin,26-45,148,16.42,1506,439,0
2024-06-27,2024,6,27,South Asia,India,Cardiovascular,Amlodipine,65+,444,29.12,1685,638,0
2023-08-26,2023,8,26,North America,Canada,Diabetes,Metformin,0-12,240,16.99,864,895,0
2022-05-09,2022,5,9,Middle East,UAE,Diabetes,Metformin,0-12,296,14.74,407,169,1
2025-10-27,2025,10,27,South America,Argentina,Pain_Relief,Ibuprofen,65+,458,6.9,1554,276,0
2022-07-09,2022,7,9,Africa,Nigeria,Chronic,Omeprazole,65+,117,38.23,1702,263,1
2021-12-19,2021,12,19,Europe,Italy,Cough_Cold,Cough Syrup,46-65,435,10.41,969,838,1
2022-08-15,2022,8,15,South Asia,Bangladesh,Antibiotic,Azithromycin,65+,295,28.66,1406,279,1
2021-09-29,2021,9,29,Oceania,Australia,Cough_Cold,Cough Syrup,13-25,52,10.06,1405,859,1
2021-05-04,2021,5,4,South America,Brazil,Chronic,Omeprazole,46-65,221,43.9,1205,863,1
2021-02-11,2021,2,11,South Asia,India,Chronic,Omeprazole,46-65,41,39.67,1628,907,1
2021-07-29,2021,7,29,East Asia,China,Vitamin,Vitamin C,0-12,34,10.86,124,912,1
2024-03-01,2024,3,1,North America,Mexico,Chronic,Omeprazole,65+,262,35.01,495,233,0
2025-11-09,2025,11,9,East Asia,Japan,Cough_Cold,Cough Syrup,0-12,448,12.86,36,523,0
2025-07-26,2025,7,26,South America,Colombia,Respiratory,Salbutamol,26-45,213,20.74,1000,347,0
2021-01-18,2021,1,18,North America,Mexico,Vitamin,Vitamin C,26-45,162,10.61,1607,425,1
2020-01-07,2020,1,7,Africa,South Africa,Antibiotic,Azithromycin,0-12,17,32.19,743,754,1
2023-02-05,2023,2,5,Oceania,Australia,Pain_Relief,Ibuprofen,46-65,86,6.76,312,626,0
2020-10-30,2020,10,30,South America,Brazil,Respiratory,Salbutamol,26-45,118,19.96,1594,957,1
2025-10-24,2025,10,24,South America,Colombia,Antibiotic,Amoxicillin,13-25,491,33.27,977,67,0
2024-09-26,2024,9,26,East Asia,China,Antibiotic,Amoxicillin,46-65,148,29.58,1008,782,0
2023-05-11,2023,5,11,East Asia,China,Vitamin,Vitamin C,65+,445,9.54,1051,291,0
